geoid,name,total_population,total_population_25_over,median_income,median_home_value,educational_attainment,white_alone,black_alone,native_alone,asian_alone,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,city,metro_area,total_population_25_under,proportion_25_under
34019010900,"Census Tract 109, Hunterdon County, New Jersey",3565,2544.0,92961.0,249700.0,1234.0,3049.0,73.0,0.0,52.0,0.0,0.0,51.0,340.0,New York City,New York-Newark-Jersey City,1021.0,0.2863955119214586
34019010400,"Census Tract 104, Hunterdon County, New Jersey",4667,3312.0,121121.0,372100.0,1734.0,4428.0,14.0,0.0,98.0,0.0,0.0,25.0,102.0,New York City,New York-Newark-Jersey City,1355.0,0.2903364045425327
34019011800,"Census Tract 118, Hunterdon County, New Jersey",2781,2023.0,110000.0,407300.0,969.0,2558.0,33.0,0.0,61.0,0.0,5.0,36.0,88.0,New York City,New York-Newark-Jersey City,758.0,0.2725638259618842
34019011002,"Census Tract 110.02, Hunterdon County, New Jersey",5801,4107.0,122989.0,396800.0,2458.0,5027.0,8.0,0.0,349.0,0.0,0.0,36.0,381.0,New York City,New York-Newark-Jersey City,1694.0,0.2920186174797449
34019011202,"Census Tract 112.02, Hunterdon County, New Jersey",3565,2488.0,99375.0,366400.0,1310.0,3201.0,51.0,0.0,134.0,0.0,0.0,10.0,169.0,New York City,New York-Newark-Jersey City,1077.0,0.30210378681626926
34019011302,"Census Tract 113.02, Hunterdon County, New Jersey",7519,5090.0,112326.0,427500.0,3090.0,6084.0,372.0,0.0,596.0,0.0,0.0,110.0,357.0,New York City,New York-Newark-Jersey City,2429.0,0.3230482776965022
34019011304,"Census Tract 113.04, Hunterdon County, New Jersey",3575,2312.0,150781.0,464500.0,1404.0,3246.0,29.0,0.0,114.0,0.0,9.0,18.0,159.0,New York City,New York-Newark-Jersey City,1263.0,0.3532867132867133
34019010200,"Census Tract 102, Hunterdon County, New Jersey",7411,5427.0,107398.0,343900.0,2737.0,6633.0,33.0,0.0,123.0,0.0,19.0,236.0,367.0,New York City,New York-Newark-Jersey City,1984.0,0.26771016057212255
34019010100,"Census Tract 101, Hunterdon County, New Jersey",5881,4251.0,161477.0,639500.0,2753.0,5402.0,0.0,0.0,277.0,0.0,0.0,20.0,182.0,New York City,New York-Newark-Jersey City,1630.0,0.2771637476619623
34019010702,"Census Tract 107.02, Hunterdon County, New Jersey",3234,2293.0,108309.0,462000.0,1222.0,3068.0,0.0,0.0,11.0,17.0,0.0,6.0,132.0,New York City,New York-Newark-Jersey City,941.0,0.2909709338280767
34019010801,"Census Tract 108.01, Hunterdon County, New Jersey",2690,1788.0,103125.0,349800.0,970.0,2220.0,15.0,0.0,286.0,0.0,0.0,26.0,143.0,New York City,New York-Newark-Jersey City,902.0,0.3353159851301115
34019011400,"Census Tract 114, Hunterdon County, New Jersey",4650,3224.0,60869.0,286800.0,1011.0,2335.0,84.0,0.0,649.0,0.0,0.0,35.0,1547.0,New York City,New York-Newark-Jersey City,1426.0,0.30666666666666664
34019011700,"Census Tract 117, Hunterdon County, New Jersey",3933,2985.0,107356.0,392800.0,1055.0,3442.0,79.0,13.0,55.0,0.0,0.0,15.0,329.0,New York City,New York-Newark-Jersey City,948.0,0.2410373760488177
34019011900,"Census Tract 119, Hunterdon County, New Jersey",3840,3040.0,84231.0,378600.0,1652.0,3569.0,80.0,0.0,64.0,0.0,0.0,23.0,104.0,New York City,New York-Newark-Jersey City,800.0,0.20833333333333334
34019010701,"Census Tract 107.01, Hunterdon County, New Jersey",5669,3639.0,108333.0,378200.0,2040.0,4611.0,443.0,0.0,231.0,0.0,1.0,48.0,335.0,New York City,New York-Newark-Jersey City,2030.0,0.3580878461809843
34019011500,"Census Tract 115, Hunterdon County, New Jersey",5198,3878.0,103979.0,381800.0,1611.0,4914.0,13.0,0.0,87.0,0.0,0.0,81.0,103.0,New York City,New York-Newark-Jersey City,1320.0,0.25394382454790304
34019010300,"Census Tract 103, Hunterdon County, New Jersey",2873,2164.0,68875.0,216900.0,793.0,2462.0,85.0,0.0,72.0,0.0,0.0,24.0,230.0,New York City,New York-Newark-Jersey City,709.0,0.24678036895231464
34019010500,"Census Tract 105, Hunterdon County, New Jersey",5201,3718.0,94766.0,324900.0,1506.0,5066.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,New York City,New York-Newark-Jersey City,1483.0,0.2851374735627764
34019011100,"Census Tract 111, Hunterdon County, New Jersey",5147,3905.0,98345.0,387200.0,1665.0,4808.0,0.0,18.0,188.0,0.0,0.0,36.0,97.0,New York City,New York-Newark-Jersey City,1242.0,0.2413056149213134
34019011201,"Census Tract 112.01, Hunterdon County, New Jersey",7250,5233.0,179228.0,538800.0,3214.0,6376.0,41.0,0.0,338.0,0.0,0.0,74.0,421.0,New York City,New York-Newark-Jersey City,2017.0,0.27820689655172415
34019011303,"Census Tract 113.03, Hunterdon County, New Jersey",4677,3442.0,84052.0,280100.0,1568.0,4012.0,89.0,0.0,203.0,0.0,0.0,82.0,291.0,New York City,New York-Newark-Jersey City,1235.0,0.2640581569382083
34019011600,"Census Tract 116, Hunterdon County, New Jersey",5196,3986.0,122610.0,441000.0,1939.0,4772.0,2.0,0.0,12.0,0.0,0.0,71.0,339.0,New York City,New York-Newark-Jersey City,1210.0,0.23287143956889916
34019011301,"Census Tract 113.01, Hunterdon County, New Jersey",6332,4386.0,144250.0,455700.0,2467.0,5523.0,21.0,0.0,359.0,0.0,0.0,54.0,375.0,New York City,New York-Newark-Jersey City,1946.0,0.3073278584965256
34023003002,"Census Tract 30.02, Middlesex County, New Jersey",6213,4296.0,100230.0,265200.0,2690.0,1353.0,504.0,0.0,3672.0,0.0,104.0,45.0,535.0,New York City,New York-Newark-Jersey City,1917.0,0.3085465958474167
34023001901,"Census Tract 19.01, Middlesex County, New Jersey",5077,3998.0,67227.0,330600.0,1784.0,1917.0,643.0,0.0,1517.0,0.0,27.0,127.0,846.0,New York City,New York-Newark-Jersey City,1079.0,0.21252708292298603
34023003102,"Census Tract 31.02, Middlesex County, New Jersey",5190,3798.0,91231.0,317700.0,1594.0,1772.0,704.0,11.0,1627.0,0.0,6.0,98.0,983.0,New York City,New York-Newark-Jersey City,1392.0,0.2682080924855491
34023003201,"Census Tract 32.01, Middlesex County, New Jersey",3354,2379.0,85486.0,275900.0,577.0,1840.0,260.0,27.0,495.0,0.0,0.0,0.0,732.0,New York City,New York-Newark-Jersey City,975.0,0.29069767441860467
34023003101,"Census Tract 31.01, Middlesex County, New Jersey",2645,1911.0,111042.0,300500.0,743.0,1150.0,239.0,10.0,773.0,0.0,0.0,61.0,412.0,New York City,New York-Newark-Jersey City,734.0,0.2775047258979206
34023004400,"Census Tract 44, Middlesex County, New Jersey",4807,2824.0,60839.0,225700.0,391.0,225.0,477.0,0.0,65.0,0.0,0.0,0.0,4040.0,New York City,New York-Newark-Jersey City,1983.0,0.4125234033700853
34023005200,"Census Tract 52, Middlesex County, New Jersey",5330,1958.0,25506.0,357400.0,222.0,1957.0,385.0,74.0,597.0,0.0,0.0,32.0,2285.0,New York City,New York-Newark-Jersey City,3372.0,0.6326454033771107
34023005800,"Census Tract 58, Middlesex County, New Jersey",5456,2673.0,32198.0,246200.0,251.0,624.0,519.0,0.0,150.0,0.0,0.0,0.0,4163.0,New York City,New York-Newark-Jersey City,2783.0,0.5100806451612904
34023006607,"Census Tract 66.07, Middlesex County, New Jersey",2832,1991.0,134602.0,413600.0,1187.0,2044.0,55.0,0.0,411.0,0.0,16.0,52.0,254.0,New York City,New York-Newark-Jersey City,841.0,0.2969632768361582
34023006608,"Census Tract 66.08, Middlesex County, New Jersey",3652,2855.0,100568.0,282500.0,1445.0,2217.0,141.0,0.0,1089.0,0.0,4.0,84.0,117.0,New York City,New York-Newark-Jersey City,797.0,0.218236582694414
34023007801,"Census Tract 78.01, Middlesex County, New Jersey",3220,2455.0,65089.0,319400.0,732.0,1940.0,356.0,0.0,475.0,0.0,0.0,21.0,428.0,New York City,New York-Newark-Jersey City,765.0,0.2375776397515528
34023001804,"Census Tract 18.04, Middlesex County, New Jersey",3998,3092.0,60773.0,291400.0,1250.0,1703.0,396.0,20.0,1454.0,0.0,0.0,29.0,396.0,New York City,New York-Newark-Jersey City,906.0,0.22661330665332666
34023001100,"Census Tract 11, Middlesex County, New Jersey",4514,3152.0,83032.0,404900.0,2490.0,2817.0,265.0,25.0,852.0,0.0,0.0,130.0,450.0,New York City,New York-Newark-Jersey City,1362.0,0.3017279574656624
34023001413,"Census Tract 14.13, Middlesex County, New Jersey",5497,3969.0,135865.0,478800.0,2461.0,815.0,463.0,0.0,3548.0,0.0,9.0,525.0,137.0,New York City,New York-Newark-Jersey City,1528.0,0.27796980171002367
34023001600,"Census Tract 16, Middlesex County, New Jersey",5068,3695.0,73625.0,272200.0,1333.0,1973.0,652.0,12.0,1012.0,0.0,0.0,308.0,1123.0,New York City,New York-Newark-Jersey City,1373.0,0.27091554853985794
34023002200,"Census Tract 22, Middlesex County, New Jersey",3760,2644.0,106926.0,347200.0,1461.0,2940.0,106.0,0.0,404.0,0.0,13.0,70.0,227.0,New York City,New York-Newark-Jersey City,1116.0,0.2968085106382979
34023002701,"Census Tract 27.01, Middlesex County, New Jersey",5640,3941.0,78628.0,272100.0,1678.0,1679.0,411.0,12.0,2228.0,0.0,39.0,239.0,1032.0,New York City,New York-Newark-Jersey City,1699.0,0.30124113475177305
34023000200,"Census Tract 2, Middlesex County, New Jersey",5693,3973.0,61528.0,264100.0,738.0,2587.0,689.0,0.0,561.0,0.0,0.0,17.0,1839.0,New York City,New York-Newark-Jersey City,1720.0,0.3021254171789917
34023000701,"Census Tract 7.01, Middlesex County, New Jersey",3655,2667.0,101786.0,419800.0,1584.0,1120.0,587.0,0.0,1425.0,0.0,0.0,61.0,462.0,New York City,New York-Newark-Jersey City,988.0,0.27031463748290013
34023001002,"Census Tract 10.02, Middlesex County, New Jersey",7579,5673.0,88125.0,326200.0,2279.0,2841.0,941.0,0.0,2752.0,0.0,44.0,192.0,809.0,New York City,New York-Newark-Jersey City,1906.0,0.2514843646919119
34023001414,"Census Tract 14.14, Middlesex County, New Jersey",5668,3790.0,107900.0,386400.0,2774.0,949.0,194.0,31.0,4159.0,0.0,0.0,56.0,279.0,New York City,New York-Newark-Jersey City,1878.0,0.331333803810868
34023001504,"Census Tract 15.04, Middlesex County, New Jersey",5947,4197.0,100924.0,385500.0,3018.0,1077.0,488.0,99.0,3821.0,0.0,24.0,99.0,339.0,New York City,New York-Newark-Jersey City,1750.0,0.29426601647889694
34023002102,"Census Tract 21.02, Middlesex County, New Jersey",3968,2896.0,121174.0,453500.0,1808.0,2982.0,174.0,0.0,464.0,0.0,0.0,61.0,287.0,New York City,New York-Newark-Jersey City,1072.0,0.2701612903225806
34023002302,"Census Tract 23.02, Middlesex County, New Jersey",3780,2712.0,116979.0,363900.0,1027.0,2659.0,5.0,12.0,572.0,0.0,0.0,103.0,429.0,New York City,New York-Newark-Jersey City,1068.0,0.28253968253968254
34023002703,"Census Tract 27.03, Middlesex County, New Jersey",5647,4018.0,65049.0,276700.0,934.0,2369.0,838.0,25.0,834.0,0.0,0.0,48.0,1533.0,New York City,New York-Newark-Jersey City,1629.0,0.2884717549141137
34023003600,"Census Tract 36, Middlesex County, New Jersey",7976,5322.0,60948.0,256200.0,1616.0,1790.0,839.0,0.0,2387.0,0.0,24.0,63.0,2873.0,New York City,New York-Newark-Jersey City,2654.0,0.3327482447342026
34023003800,"Census Tract 38, Middlesex County, New Jersey",8012,5648.0,79142.0,273500.0,1277.0,2405.0,1372.0,0.0,1407.0,0.0,24.0,66.0,2738.0,New York City,New York-Newark-Jersey City,2364.0,0.2950574138791812
34023000501,"Census Tract 5.01, Middlesex County, New Jersey",4589,3256.0,69464.0,254000.0,749.0,719.0,1892.0,0.0,441.0,0.0,27.0,260.0,1250.0,New York City,New York-Newark-Jersey City,1333.0,0.29047722815428195
34023000502,"Census Tract 5.02, Middlesex County, New Jersey",6697,4760.0,79063.0,260100.0,2560.0,971.0,1275.0,0.0,3811.0,0.0,10.0,124.0,506.0,New York City,New York-Newark-Jersey City,1937.0,0.28923398536658207
34023000702,"Census Tract 7.02, Middlesex County, New Jersey",5221,3890.0,98889.0,327400.0,1811.0,2419.0,1263.0,28.0,981.0,0.0,9.0,124.0,397.0,New York City,New York-Newark-Jersey City,1331.0,0.2549320053629573
34023001001,"Census Tract 10.01, Middlesex County, New Jersey",2584,1752.0,99250.0,342500.0,836.0,1720.0,221.0,0.0,369.0,0.0,0.0,40.0,234.0,New York City,New York-Newark-Jersey City,832.0,0.3219814241486068
34023001415,"Census Tract 14.15, Middlesex County, New Jersey",5355,3742.0,142989.0,562800.0,2407.0,2165.0,68.0,0.0,2483.0,0.0,7.0,99.0,533.0,New York City,New York-Newark-Jersey City,1613.0,0.30121381886087767
34023000100,"Census Tract 1, Middlesex County, New Jersey",8182,5435.0,92723.0,319000.0,1640.0,5490.0,599.0,0.0,460.0,0.0,0.0,58.0,1575.0,New York City,New York-Newark-Jersey City,2747.0,0.33573698362258614
34023000401,"Census Tract 4.01, Middlesex County, New Jersey",3472,2453.0,81161.0,290100.0,1073.0,1282.0,765.0,21.0,637.0,0.0,0.0,77.0,711.0,New York City,New York-Newark-Jersey City,1019.0,0.29349078341013823
34023007806,"Census Tract 78.06, Middlesex County, New Jersey",4310,3154.0,86938.0,361000.0,1059.0,3521.0,165.0,0.0,189.0,0.0,0.0,7.0,428.0,New York City,New York-Newark-Jersey City,1156.0,0.26821345707656613
34023008207,"Census Tract 82.07, Middlesex County, New Jersey",2634,2588.0,58576.0,290800.0,1134.0,2292.0,74.0,2.0,185.0,0.0,0.0,19.0,62.0,New York City,New York-Newark-Jersey City,46.0,0.017463933181473046
34023002402,"Census Tract 24.02, Middlesex County, New Jersey",1633,1179.0,124219.0,439600.0,478.0,1043.0,0.0,0.0,449.0,0.0,0.0,0.0,141.0,New York City,New York-Newark-Jersey City,454.0,0.27801592161665645
34023002603,"Census Tract 26.03, Middlesex County, New Jersey",5429,4104.0,90313.0,321100.0,1886.0,1270.0,484.0,0.0,3122.0,0.0,222.0,169.0,162.0,New York City,New York-Newark-Jersey City,1325.0,0.2440596794989869
34023000300,"Census Tract 3, Middlesex County, New Jersey",7392,4794.0,78447.0,279800.0,1436.0,3951.0,743.0,19.0,424.0,0.0,40.0,81.0,2153.0,New York City,New York-Newark-Jersey City,2598.0,0.351461038961039
34023000403,"Census Tract 4.03, Middlesex County, New Jersey",5457,3940.0,109245.0,317600.0,2143.0,1170.0,1087.0,0.0,2369.0,0.0,0.0,149.0,682.0,New York City,New York-Newark-Jersey City,1517.0,0.2779915704599597
34023000603,"Census Tract 6.03, Middlesex County, New Jersey",2168,1598.0,116125.0,374000.0,915.0,856.0,162.0,8.0,892.0,0.0,0.0,25.0,225.0,New York City,New York-Newark-Jersey City,570.0,0.2629151291512915
34023000606,"Census Tract 6.06, Middlesex County, New Jersey",7244,5155.0,92279.0,309000.0,2940.0,1634.0,1361.0,47.0,3587.0,0.0,132.0,42.0,441.0,New York City,New York-Newark-Jersey City,2089.0,0.2883765875207068
34023000902,"Census Tract 9.02, Middlesex County, New Jersey",4672,3355.0,67481.0,313400.0,884.0,2923.0,470.0,0.0,367.0,0.0,0.0,0.0,912.0,New York City,New York-Newark-Jersey City,1317.0,0.2818921232876712
34023001200,"Census Tract 12, Middlesex County, New Jersey",5302,3595.0,59244.0,339000.0,1967.0,2785.0,740.0,0.0,753.0,0.0,0.0,102.0,922.0,New York City,New York-Newark-Jersey City,1707.0,0.3219539796303282
34023001410,"Census Tract 14.10, Middlesex County, New Jersey",4249,3268.0,124881.0,503100.0,2347.0,825.0,133.0,14.0,3178.0,0.0,0.0,0.0,99.0,New York City,New York-Newark-Jersey City,981.0,0.23087785361261473
34023001805,"Census Tract 18.05, Middlesex County, New Jersey",5133,3523.0,85489.0,335400.0,1636.0,1697.0,799.0,0.0,1998.0,0.0,0.0,221.0,418.0,New York City,New York-Newark-Jersey City,1610.0,0.3136567309565556
34023002000,"Census Tract 20, Middlesex County, New Jersey",3878,2844.0,112520.0,360400.0,1597.0,2161.0,342.0,0.0,992.0,0.0,0.0,140.0,243.0,New York City,New York-Newark-Jersey City,1034.0,0.2666322846828262
34023002301,"Census Tract 23.01, Middlesex County, New Jersey",3821,2760.0,108913.0,352100.0,1020.0,2817.0,353.0,0.0,327.0,0.0,18.0,0.0,306.0,New York City,New York-Newark-Jersey City,1061.0,0.27767600104684637
34023002401,"Census Tract 24.01, Middlesex County, New Jersey",5341,3776.0,100156.0,331500.0,1356.0,3713.0,416.0,0.0,561.0,0.0,19.0,45.0,587.0,New York City,New York-Newark-Jersey City,1565.0,0.2930162890844411
34023002605,"Census Tract 26.05, Middlesex County, New Jersey",2697,1905.0,73814.0,347100.0,685.0,1763.0,28.0,0.0,505.0,0.0,27.0,156.0,218.0,New York City,New York-Newark-Jersey City,792.0,0.2936596218020022
34023003500,"Census Tract 35, Middlesex County, New Jersey",3424,2388.0,74261.0,258300.0,432.0,1315.0,312.0,0.0,737.0,0.0,0.0,0.0,1060.0,New York City,New York-Newark-Jersey City,1036.0,0.30257009345794394
34023003700,"Census Tract 37, Middlesex County, New Jersey",3671,2525.0,67813.0,276200.0,743.0,1174.0,384.0,55.0,836.0,0.0,57.0,58.0,1162.0,New York City,New York-Newark-Jersey City,1146.0,0.31217651865976576
34023000801,"Census Tract 8.01, Middlesex County, New Jersey",3967,2896.0,101818.0,324200.0,908.0,1853.0,761.0,0.0,328.0,0.0,0.0,26.0,999.0,New York City,New York-Newark-Jersey City,1071.0,0.2699773128308546
34023000802,"Census Tract 8.02, Middlesex County, New Jersey",2807,1940.0,95391.0,327300.0,536.0,1898.0,109.0,0.0,137.0,0.0,17.0,139.0,507.0,New York City,New York-Newark-Jersey City,867.0,0.30887068044175275
34023001300,"Census Tract 13, Middlesex County, New Jersey",4434,2951.0,78788.0,357300.0,2178.0,2812.0,345.0,0.0,377.0,0.0,20.0,75.0,805.0,New York City,New York-Newark-Jersey City,1483.0,0.33446098331078034
34023001803,"Census Tract 18.03, Middlesex County, New Jersey",3099,2297.0,84236.0,300500.0,653.0,1585.0,178.0,0.0,497.0,0.0,72.0,86.0,681.0,New York City,New York-Newark-Jersey City,802.0,0.25879315908357536
34023001903,"Census Tract 19.03, Middlesex County, New Jersey",3472,2439.0,87746.0,288500.0,1197.0,1886.0,195.0,0.0,713.0,0.0,6.0,77.0,595.0,New York City,New York-Newark-Jersey City,1033.0,0.29752304147465436
34023002101,"Census Tract 21.01, Middlesex County, New Jersey",2334,1558.0,138125.0,544800.0,1046.0,1802.0,35.0,0.0,188.0,0.0,8.0,78.0,223.0,New York City,New York-Newark-Jersey City,776.0,0.3324764353041988
34023004200,"Census Tract 42, Middlesex County, New Jersey",3138,2066.0,60050.0,254200.0,283.0,627.0,38.0,13.0,0.0,0.0,2.0,0.0,2471.0,New York City,New York-Newark-Jersey City,1072.0,0.34161886551943915
34023004800,"Census Tract 48, Middlesex County, New Jersey",5889,3693.0,35985.0,229200.0,338.0,458.0,209.0,0.0,59.0,0.0,0.0,19.0,5144.0,New York City,New York-Newark-Jersey City,2196.0,0.3728986245542537
34023005000,"Census Tract 50, Middlesex County, New Jersey",5023,3154.0,52891.0,282800.0,519.0,386.0,136.0,0.0,59.0,0.0,52.0,0.0,4390.0,New York City,New York-Newark-Jersey City,1869.0,0.3720883933904041
34023006601,"Census Tract 66.01, Middlesex County, New Jersey",2532,1866.0,120000.0,439500.0,955.0,1839.0,16.0,0.0,498.0,0.0,7.0,0.0,172.0,New York City,New York-Newark-Jersey City,666.0,0.26303317535545023
34023003300,"Census Tract 33, Middlesex County, New Jersey",5332,3738.0,62378.0,231600.0,940.0,1602.0,639.0,10.0,196.0,0.0,51.0,77.0,2767.0,New York City,New York-Newark-Jersey City,1594.0,0.2989497374343586
34023004600,"Census Tract 46, Middlesex County, New Jersey",5376,3220.0,42500.0,258200.0,416.0,271.0,253.0,0.0,60.0,0.0,15.0,28.0,4749.0,New York City,New York-Newark-Jersey City,2156.0,0.4010416666666667
34023006800,"Census Tract 68, Middlesex County, New Jersey",4963,3288.0,57460.0,263300.0,574.0,3089.0,98.0,17.0,137.0,0.0,0.0,104.0,1518.0,New York City,New York-Newark-Jersey City,1675.0,0.3374974813620794
34023007000,"Census Tract 70, Middlesex County, New Jersey",7847,5643.0,70890.0,313600.0,1792.0,5448.0,699.0,0.0,489.0,80.0,85.0,209.0,837.0,New York City,New York-Newark-Jersey City,2204.0,0.28087167070217917
34023007301,"Census Tract 73.01, Middlesex County, New Jersey",3088,2191.0,98393.0,316200.0,523.0,2300.0,161.0,0.0,181.0,0.0,0.0,0.0,446.0,New York City,New York-Newark-Jersey City,897.0,0.29047927461139894
34023007402,"Census Tract 74.02, Middlesex County, New Jersey",4596,3475.0,76755.0,256600.0,937.0,3914.0,205.0,0.0,147.0,0.0,51.0,17.0,262.0,New York City,New York-Newark-Jersey City,1121.0,0.24390774586597042
34023008300,"Census Tract 83, Middlesex County, New Jersey",6038,4071.0,83095.0,267700.0,1290.0,4077.0,200.0,0.0,488.0,15.0,0.0,99.0,1159.0,New York City,New York-Newark-Jersey City,1967.0,0.3257701225571381
34023008601,"Census Tract 86.01, Middlesex County, New Jersey",5395,3873.0,134281.0,532100.0,2925.0,2603.0,26.0,0.0,2483.0,0.0,0.0,139.0,144.0,New York City,New York-Newark-Jersey City,1522.0,0.2821130676552363
34023000901,"Census Tract 9.01, Middlesex County, New Jersey",2545,1704.0,112137.0,325200.0,662.0,1718.0,115.0,0.0,123.0,0.0,25.0,37.0,527.0,New York City,New York-Newark-Jersey City,841.0,0.33045186640471513
34023006002,"Census Tract 60.02, Middlesex County, New Jersey",7211,2179.0,52512.0,296300.0,880.0,2252.0,1190.0,4.0,1760.0,29.0,0.0,183.0,1793.0,New York City,New York-Newark-Jersey City,5032.0,0.6978227707668839
34023005602,"Census Tract 56.02, Middlesex County, New Jersey",7928,4092.0,37378.0,262800.0,153.0,590.0,509.0,31.0,56.0,0.0,126.0,197.0,6450.0,New York City,New York-Newark-Jersey City,3836.0,0.48385469223007066
34023005601,"Census Tract 56.01, Middlesex County, New Jersey",3101,1808.0,38409.0,261000.0,151.0,139.0,283.0,0.0,65.0,0.0,15.0,5.0,2594.0,New York City,New York-Newark-Jersey City,1293.0,0.41696227023540794
34023006001,"Census Tract 60.01, Middlesex County, New Jersey",2352,1696.0,87750.0,279700.0,644.0,1060.0,569.0,0.0,270.0,0.0,0.0,4.0,449.0,New York City,New York-Newark-Jersey City,656.0,0.2789115646258503
34023009100,"Census Tract 91, Middlesex County, New Jersey",3630,2412.0,90625.0,282900.0,778.0,1526.0,400.0,0.0,473.0,0.0,31.0,18.0,1182.0,New York City,New York-Newark-Jersey City,1218.0,0.33553719008264465
34023009400,"Census Tract 94, Middlesex County, New Jersey",5558,4049.0,88224.0,298400.0,1839.0,3184.0,326.0,0.0,1281.0,0.0,0.0,189.0,578.0,New York City,New York-Newark-Jersey City,1509.0,0.2715005397625045
34023009300,"Census Tract 93, Middlesex County, New Jersey",5852,3150.0,37125.0,438300.0,1229.0,1671.0,1232.0,49.0,443.0,3.0,0.0,52.0,2402.0,New York City,New York-Newark-Jersey City,2702.0,0.46172248803827753
34023009200,"Census Tract 92, Middlesex County, New Jersey",4710,3529.0,82260.0,269300.0,1085.0,3064.0,477.0,0.0,477.0,0.0,0.0,21.0,671.0,New York City,New York-Newark-Jersey City,1181.0,0.2507430997876858
34023009000,"Census Tract 90, Middlesex County, New Jersey",7559,6573.0,61108.0,212300.0,908.0,2238.0,3427.0,0.0,711.0,0.0,13.0,0.0,1170.0,New York City,New York-Newark-Jersey City,986.0,0.13044053446223045
34023001506,"Census Tract 15.06, Middlesex County, New Jersey",5779,3950.0,95448.0,318200.0,2802.0,769.0,320.0,0.0,4189.0,0.0,0.0,82.0,419.0,New York City,New York-Newark-Jersey City,1829.0,0.3164907423429659
34023001505,"Census Tract 15.05, Middlesex County, New Jersey",2291,1569.0,110833.0,288800.0,1093.0,164.0,237.0,3.0,1706.0,0.0,0.0,18.0,163.0,New York City,New York-Newark-Jersey City,722.0,0.31514622435617634
34023008900,"Census Tract 89, Middlesex County, New Jersey",4331,3044.0,66354.0,191700.0,1322.0,976.0,842.0,0.0,1545.0,0.0,21.0,29.0,918.0,New York City,New York-Newark-Jersey City,1287.0,0.2971600092357423
34023008800,"Census Tract 88, Middlesex County, New Jersey",12391,1823.0,117153.0,380100.0,1328.0,4293.0,1611.0,3.0,5223.0,52.0,0.0,158.0,1051.0,New York City,New York-Newark-Jersey City,10568.0,0.8528770882091841
34023008605,"Census Tract 86.05, Middlesex County, New Jersey",2591,1866.0,96534.0,407300.0,1413.0,696.0,246.0,29.0,1428.0,0.0,6.0,95.0,91.0,New York City,New York-Newark-Jersey City,725.0,0.27981474334233886
34023007912,"Census Tract 79.12, Middlesex County, New Jersey",7065,5394.0,104107.0,352400.0,2696.0,4264.0,398.0,0.0,1460.0,0.0,0.0,40.0,903.0,New York City,New York-Newark-Jersey City,1671.0,0.23651804670912951
34023007911,"Census Tract 79.11, Middlesex County, New Jersey",3748,2494.0,153625.0,487200.0,1454.0,2132.0,327.0,0.0,475.0,0.0,13.0,169.0,632.0,New York City,New York-Newark-Jersey City,1254.0,0.33457844183564567
34023006203,"Census Tract 62.03, Middlesex County, New Jersey",9455,6582.0,102625.0,352800.0,3539.0,3231.0,2055.0,0.0,3279.0,0.0,0.0,84.0,806.0,New York City,New York-Newark-Jersey City,2873.0,0.30386039132734005
34023002805,"Census Tract 28.05, Middlesex County, New Jersey",2522,1825.0,95438.0,315600.0,498.0,1709.0,82.0,0.0,168.0,0.0,0.0,38.0,525.0,New York City,New York-Newark-Jersey City,697.0,0.27636796193497226
34023004000,"Census Tract 40, Middlesex County, New Jersey",4089,2679.0,56178.0,267200.0,468.0,749.0,333.0,0.0,58.0,0.0,0.0,43.0,2906.0,New York City,New York-Newark-Jersey City,1410.0,0.3448275862068966
34023004100,"Census Tract 41, Middlesex County, New Jersey",2826,1844.0,73750.0,253100.0,303.0,403.0,110.0,0.0,25.0,0.0,0.0,32.0,2256.0,New York City,New York-Newark-Jersey City,982.0,0.3474876150035386
34023001416,"Census Tract 14.16, Middlesex County, New Jersey",9253,7052.0,88485.0,449300.0,4084.0,726.0,196.0,53.0,7582.0,0.0,18.0,427.0,251.0,New York City,New York-Newark-Jersey City,2201.0,0.23786879930833243
34023001417,"Census Tract 14.17, Middlesex County, New Jersey",2113,1599.0,103500.0,531300.0,899.0,854.0,72.0,9.0,1110.0,0.0,0.0,31.0,37.0,New York City,New York-Newark-Jersey City,514.0,0.2432560340747752
34023001701,"Census Tract 17.01, Middlesex County, New Jersey",5076,3815.0,95806.0,300300.0,1272.0,2995.0,237.0,0.0,1107.0,0.0,0.0,93.0,644.0,New York City,New York-Newark-Jersey City,1261.0,0.24842395587076438
34023001902,"Census Tract 19.02, Middlesex County, New Jersey",2034,1546.0,68512.0,296600.0,616.0,1092.0,107.0,0.0,419.0,0.0,0.0,0.0,416.0,New York City,New York-Newark-Jersey City,488.0,0.23992133726647
34023002500,"Census Tract 25, Middlesex County, New Jersey",7042,5506.0,80553.0,297200.0,2573.0,2021.0,247.0,0.0,4177.0,0.0,0.0,83.0,514.0,New York City,New York-Newark-Jersey City,1536.0,0.21811985231468334
34023002604,"Census Tract 26.04, Middlesex County, New Jersey",6222,4711.0,98705.0,291000.0,1768.0,2824.0,444.0,21.0,2246.0,0.0,0.0,62.0,625.0,New York City,New York-Newark-Jersey City,1511.0,0.24284795885567342
